Date,Customer_ID,Order_ID,User_Name,User_Email,Phone_Number,City,Product Name,Region,State,Rating,Brand,Product_Category,Product_ID,Revenue,Net_Profit,Units_Sold,Unit_Price,Discount_Percent
1/9/2025,CUST100416,ORD200416,Aarav,aarav416@gmail.com,9165580000,Mumbai,Face Wash,East,Maharashtra,3,The Body Shop,Haircare,P100416,185599.11,8830.09,17,2261.47,10.08
2/9/2025,CUST100417,ORD200417,Rohan,rohan417@gmail.com,9171240000,Ahmedabad,Toner,West,Gujarat,3,Nykaa Cosmetics,Wellness,P100417,43086.66,16992.82,493,3694.75,40.38
3/9/2025,CUST100418,ORD200418,Ananya,ananya418@gmail.com,9163670000,Nagpur,Face Wash,East,Maharashtra,3,Nykaa Cosmetics,Wellness,P100418,111383.66,24894.29,331,3162.63,2.69
4/9/2025,CUST100419,ORD200419,Akshay,akshay419@gmail.com,9188240000,Kolkata,Deodorant,East,West Bengal,3,Nykaa Cosmetics,Fashion,P100419,26041.9,33240.01,414,4284.68,3.48
5/9/2025,CUST100420,ORD200420,Aarav,aarav420@gmail.com,9191030000,Ahmedabad,Face Cream,North,Gujarat,3,Huda Beauty,Wellness,P100420,89996.84,22031.3,227,4032.05,22.03
6/9/2025,CUST100421,ORD200421,Ishita,ishita421@gmail.com,9179080000,Jaipur,Face Cream,West,Rajasthan,4,L'Oreal,Wellness,P100421,114410.84,7167.35,361,302.73,12.63
7/9/2025,CUST100422,ORD200422,Arjun,arjun422@gmail.com,9172480000,Hyderabad,Toothpaste,South,Telangana,5,Minimalist,Beauty,P100422,121529.37,38074.41,486,1956.55,37.27
8/9/2025,CUST100423,ORD200423,Neha,neha423@gmail.com,9182340000,Mumbai,Face Wash,South,Maharashtra,4,L'Oreal,Accessories,P100423,73740.23,3691.6,406,270.11,31.71
9/9/2025,CUST100424,ORD200424,Diya,diya424@gmail.com,9175910000,Lucknow,Face Cream,West,Uttar Pradesh,4,MAC,Accessories,P100424,16190.79,14748.06,117,600.17,38.63
10/9/2025,CUST100425,ORD200425,Diya,diya425@gmail.com,9193240000,Delhi,Face Cream,East,Delhi,5,L'Oreal,Beauty,P100425,131409.89,36860.83,43,3046.91,16.23
11/9/2025,CUST100426,ORD200426,Diya,diya426@gmail.com,9185800000,Chandigarh,Moisturizer,South,Punjab,5,MAC,Beauty,P100426,98197.94,24133.11,368,4381.73,37.03
12/9/2025,CUST100427,ORD200427,Vivaan,vivaan427@gmail.com,9167620000,Chandigarh,Face Wash,West,Punjab,1,Huda Beauty,Wellness,P100427,28238.89,26539.83,115,687.14,43.12
9/13/2025,CUST100428,ORD200428,Vivaan,vivaan428@gmail.com,9195870000,Chandigarh,Shampoo,South,Punjab,4,Maybelline,Skincare,P100428,187239.32,12137.54,283,2310.34,17.26
9/14/2025,CUST100429,ORD200429,Aarav,aarav429@gmail.com,9189030000,Bangalore,Face Mask,North,Karnataka,5,MAC,Haircare,P100429,191178.06,3233.69,37,4563.31,16.99
9/15/2025,CUST100430,ORD200430,Kavya,kavya430@gmail.com,9191430000,Delhi,Hand Sanitizer,East,Delhi,5,Nykaa Cosmetics,Haircare,P100430,171464.65,14693.86,302,4090.07,45
9/16/2025,CUST100431,ORD200431,Sanya,sanya431@gmail.com,9161240000,Bangalore,Face Cream,North,Karnataka,4,Maybelline,Wellness,P100431,168929.79,16146.08,113,2646.37,2.49
9/17/2025,CUST100432,ORD200432,Sneha,sneha432@gmail.com,9188190000,Patna,Body Lotion,South,Bihar,5,The Body Shop,Haircare,P100432,20635.58,10883.87,35,3880.7,17.51
9/18/2025,CUST100433,ORD200433,Sanya,sanya433@gmail.com,9180230000,Jaipur,Perfume,East,Rajasthan,4,Huda Beauty,Beauty,P100433,198690.6,8697.87,132,2661.2,5.93
9/19/2025,CUST100434,ORD200434,Ananya,ananya434@gmail.com,9199740000,Jaipur,Body Lotion,East,Rajasthan,5,L'Oreal,Accessories,P100434,80675.76,14284.8,336,874.65,1.45
9/20/2025,CUST100435,ORD200435,Rohan,rohan435@gmail.com,9177410000,Lucknow,Lip Balm,East,Uttar Pradesh,5,MAC,Haircare,P100435,33461.1,25612.73,336,711.21,5.64
9/21/2025,CUST100436,ORD200436,Sanya,sanya436@gmail.com,9190380000,Chennai,Face Wash,West,Tamil Nadu,5,Minimalist,Wellness,P100436,162608.24,37966.49,469,1023,21.56
9/22/2025,CUST100437,ORD200437,Rahul,rahul437@gmail.com,9164490000,Nagpur,Shaving Cream,West,Maharashtra,2,Nykaa Cosmetics,Skincare,P100437,45920.42,28180.85,410,1819.52,34.35
9/23/2025,CUST100438,ORD200438,Diya,diya438@gmail.com,9180050000,Kolkata,Moisturizer,East,West Bengal,4,Lakme,Wellness,P100438,105708.89,31206.16,377,4659.59,14.46
9/24/2025,CUST100439,ORD200439,Kavya,kavya439@gmail.com,9179870000,Jaipur,Serum,East,Rajasthan,5,The Body Shop,Fashion,P100439,26475.2,12312.07,228,4018.42,42.48
9/25/2025,CUST100440,ORD200440,Priya,priya440@gmail.com,9196920000,Mumbai,Body Lotion,East,Maharashtra,2,Lakme,Wellness,P100440,95454.5,4277.23,147,2220.73,21.88
9/26/2025,CUST100441,ORD200441,Aarav,aarav441@gmail.com,9184610000,Nagpur,Conditioner,North,Maharashtra,5,Maybelline,Beauty,P100441,112070.16,11731.39,122,2516.08,48.41
9/27/2025,CUST100442,ORD200442,Kavya,kavya442@gmail.com,9174470000,Chennai,Soap,North,Tamil Nadu,5,L'Oreal,Accessories,P100442,89738.87,16165.9,81,1401.49,47.71
9/28/2025,CUST100443,ORD200443,Neha,neha443@gmail.com,9186630000,Indore,Face Cream,South,Madhya Pradesh,5,Minimalist,Accessories,P100443,14827.88,27626.27,173,3551.33,38.66
9/29/2025,CUST100444,ORD200444,Harshita,harshita444@gmail.com,9195200000,Coimbatore,Body Wash,East,Tamil Nadu,5,Lakme,Haircare,P100444,97502.87,37580.41,154,4033.55,46.62
9/30/2025,CUST100445,ORD200445,Neha,neha445@gmail.com,9164120000,Delhi,Toner,East,Delhi,5,Maybelline,Beauty,P100445,94319.63,32390.77,150,1270.63,35.35
1/10/2025,CUST100446,ORD200446,Sneha,sneha446@gmail.com,9196900000,Nagpur,Soap,North,Maharashtra,1,Huda Beauty,Fashion,P100446,53062.44,10729.37,375,304.93,44.78
2/10/2025,CUST100447,ORD200447,Arjun,arjun447@gmail.com,9198590000,Delhi,Face Wash,South,Delhi,5,Maybelline,Beauty,P100447,184398.72,32830,58,3157.06,11.82
3/10/2025,CUST100448,ORD200448,Shreya,shreya448@gmail.com,9187420000,Bangalore,Face Wash,South,Karnataka,4,The Body Shop,Wellness,P100448,84140.67,16528.7,63,2856.31,17.27
4/10/2025,CUST100449,ORD200449,Diya,diya449@gmail.com,9175290000,Coimbatore,Body Lotion,East,Tamil Nadu,4,Minimalist,Beauty,P100449,172959.04,7100.01,156,2070.44,37.65
5/10/2025,CUST100450,ORD200450,Arjun,arjun450@gmail.com,9193160000,Kolkata,Sunscreen,West,West Bengal,5,Minimalist,Beauty,P100450,22823.1,18504.01,449,3255.08,21.23
6/10/2025,CUST100451,ORD200451,Ishita,ishita451@gmail.com,9187520000,Hyderabad,Shaving Cream,South,Telangana,5,Maybelline,Fashion,P100451,64456.58,22572.5,428,2798.01,41.87
7/10/2025,CUST100452,ORD200452,Priya,priya452@gmail.com,9179380000,Coimbatore,Body Wash,South,Tamil Nadu,4,The Body Shop,Wellness,P100452,36089.84,30559.86,356,1327.85,43.88
8/10/2025,CUST100453,ORD200453,Akshay,akshay453@gmail.com,9160600000,Jaipur,Perfume,East,Rajasthan,4,Maybelline,Skincare,P100453,82273.75,14060.87,427,2048.87,14.99
9/10/2025,CUST100454,ORD200454,Vikram,vikram454@gmail.com,9190760000,Pune,Soap,East,Maharashtra,3,Minimalist,Skincare,P100454,23215.7,5956.49,421,2197.76,41.17
10/10/2025,CUST100455,ORD200455,Meera,meera455@gmail.com,9186370000,Jaipur,Hair Oil,East,Rajasthan,3,Minimalist,Accessories,P100455,88765.93,3864.71,322,4413.22,7.71
11/10/2025,CUST100456,ORD200456,Rohan,rohan456@gmail.com,9195240000,Nagpur,Hair Oil,North,Maharashtra,4,Nykaa Cosmetics,Haircare,P100456,71420.28,4586.59,401,4808.43,16.71
12/10/2025,CUST100457,ORD200457,Akshay,akshay457@gmail.com,9196720000,Patna,Soap,East,Bihar,4,Maybelline,Beauty,P100457,45439.69,38005.93,168,4475.71,25.9
10/13/2025,CUST100458,ORD200458,Diya,diya458@gmail.com,9164550000,Bangalore,Conditioner,West,Karnataka,5,MAC,Accessories,P100458,128793.7,38074.88,166,3623.97,11.32
10/14/2025,CUST100459,ORD200459,Shreya,shreya459@gmail.com,9191720000,Chennai,Soap,West,Tamil Nadu,4,Maybelline,Fashion,P100459,190231.39,38753.38,85,2966.46,28.96
10/15/2025,CUST100460,ORD200460,Sanya,sanya460@gmail.com,9198690000,Kolkata,Sunscreen,South,West Bengal,3,Minimalist,Skincare,P100460,42215.58,12169.31,445,3477.38,28.93
10/16/2025,CUST100461,ORD200461,Vivaan,vivaan461@gmail.com,9188370000,Lucknow,Body Wash,North,Uttar Pradesh,5,Nykaa Cosmetics,Beauty,P100461,142646.38,7745.42,137,4701.64,10.35
10/17/2025,CUST100462,ORD200462,Arjun,arjun462@gmail.com,9173150000,Mumbai,Deodorant,South,Maharashtra,4,Nykaa Cosmetics,Fashion,P100462,148733.8,39238.49,461,1324.99,39.78
10/18/2025,CUST100463,ORD200463,Priya,priya463@gmail.com,9170790000,Bangalore,Perfume,North,Karnataka,4,Huda Beauty,Haircare,P100463,100125.98,39531.74,459,2722.09,31.58
10/19/2025,CUST100464,ORD200464,Neha,neha464@gmail.com,9193750000,Indore,Shampoo,East,Madhya Pradesh,3,The Body Shop,Fashion,P100464,179636,3226.18,189,3479.08,15.89
10/20/2025,CUST100465,ORD200465,Akshay,akshay465@gmail.com,9165470000,Chennai,Shaving Cream,South,Tamil Nadu,3,L'Oreal,Beauty,P100465,193311.62,30125.87,464,3428.31,11.61
10/21/2025,CUST100466,ORD200466,Aarav,aarav466@gmail.com,9194780000,Kolkata,Face Cream,West,West Bengal,3,Lakme,Haircare,P100466,73087.04,11617.69,400,1336.17,43.94
10/22/2025,CUST100467,ORD200467,Meera,meera467@gmail.com,9183320000,Jaipur,Toothpaste,North,Rajasthan,5,Lakme,Fashion,P100467,130555.63,36381.02,379,2974.98,41.79
10/23/2025,CUST100468,ORD200468,Akshay,akshay468@gmail.com,9177680000,Bangalore,Aftershave,South,Karnataka,3,Maybelline,Haircare,P100468,132780.31,3660.08,2,3999.97,11.49
10/24/2025,CUST100469,ORD200469,Arjun,arjun469@gmail.com,9194970000,Chennai,Sunscreen,West,Tamil Nadu,3,Huda Beauty,Beauty,P100469,81323.47,35554.25,106,2427.89,1.78
10/25/2025,CUST100470,ORD200470,Neha,neha470@gmail.com,9175780000,Delhi,Deodorant,West,Delhi,5,Maybelline,Beauty,P100470,64041.42,204.59,364,3987.16,40.23
10/26/2025,CUST100471,ORD200471,Rahul,rahul471@gmail.com,9190330000,Chandigarh,Aftershave,East,Punjab,4,Lakme,Haircare,P100471,186815.1,20926.92,72,1863.42,30.78
10/27/2025,CUST100472,ORD200472,Rahul,rahul472@gmail.com,9178510000,Jaipur,Body Wash,North,Rajasthan,5,The Body Shop,Wellness,P100472,158206.33,13489,427,4699.92,5.04
10/28/2025,CUST100473,ORD200473,Neha,neha473@gmail.com,9186250000,Nagpur,Toner,South,Maharashtra,2,Minimalist,Accessories,P100473,23778.45,17150.62,126,2716.25,29.37
10/29/2025,CUST100474,ORD200474,Akshay,akshay474@gmail.com,9171770000,Bangalore,Body Wash,West,Karnataka,5,The Body Shop,Fashion,P100474,24856.93,17408,170,3020.14,22.61
10/30/2025,CUST100475,ORD200475,Sanya,sanya475@gmail.com,9182200000,Mumbai,Body Wash,North,Maharashtra,5,The Body Shop,Fashion,P100475,184586.01,26178.77,205,253.67,38.73
10/31/2025,CUST100476,ORD200476,Amit,amit476@gmail.com,9194560000,Hyderabad,Aftershave,East,Telangana,4,Nykaa Cosmetics,Wellness,P100476,17200.54,1021.58,313,934.32,10.45
1/11/2025,CUST100477,ORD200477,Rahul,rahul477@gmail.com,9182430000,Chennai,Soap,North,Tamil Nadu,2,Minimalist,Wellness,P100477,137995.85,27685.43,337,3201.38,22.66
2/11/2025,CUST100478,ORD200478,Ishita,ishita478@gmail.com,9196380000,Nagpur,Conditioner,North,Maharashtra,5,L'Oreal,Wellness,P100478,46124.89,985.71,487,2157.36,7.81
3/11/2025,CUST100479,ORD200479,Neha,neha479@gmail.com,9168550000,Patna,Deodorant,South,Bihar,5,Minimalist,Skincare,P100479,8001.88,7492.42,472,2590,47.88
4/11/2025,CUST100480,ORD200480,Neha,neha480@gmail.com,9175810000,Chennai,Shampoo,North,Tamil Nadu,5,Huda Beauty,Skincare,P100480,12867.87,24308.99,195,408.56,38.94
5/11/2025,CUST100481,ORD200481,Ananya,ananya481@gmail.com,9180540000,Patna,Face Wash,East,Bihar,4,Nykaa Cosmetics,Haircare,P100481,75330.9,3548.85,158,4187.26,36.84
6/11/2025,CUST100482,ORD200482,Meera,meera482@gmail.com,9188440000,Indore,Face Wash,West,Madhya Pradesh,2,L'Oreal,Skincare,P100482,16440.1,39637.06,141,3944.08,34.51
7/11/2025,CUST100483,ORD200483,Vivaan,vivaan483@gmail.com,9160560000,Mumbai,Aftershave,South,Maharashtra,2,Huda Beauty,Beauty,P100483,119731.2,31396.93,275,1008.23,21.17
8/11/2025,CUST100484,ORD200484,Rohan,rohan484@gmail.com,9172980000,Pune,Sunscreen,West,Maharashtra,5,Huda Beauty,Haircare,P100484,129803.65,28256.07,7,3208.21,46.16
9/11/2025,CUST100485,ORD200485,Meera,meera485@gmail.com,9195710000,Jaipur,Perfume,North,Rajasthan,5,Lakme,Fashion,P100485,75320.25,10780.47,393,4109.74,3.65
10/11/2025,CUST100486,ORD200486,Harshita,harshita486@gmail.com,9163060000,Pune,Shaving Cream,East,Maharashtra,4,Nykaa Cosmetics,Accessories,P100486,148832.74,2037.74,467,3240.19,40.16
11/11/2025,CUST100487,ORD200487,Diya,diya487@gmail.com,9177860000,Lucknow,Sunscreen,West,Uttar Pradesh,5,Huda Beauty,Beauty,P100487,98518.46,39153.36,493,1620.95,10.76
12/11/2025,CUST100488,ORD200488,Aditya,aditya488@gmail.com,9163800000,Indore,Sunscreen,East,Madhya Pradesh,4,MAC,Fashion,P100488,86615.47,5999.15,54,3314.94,16.2
11/13/2025,CUST100489,ORD200489,Amit,amit489@gmail.com,9160470000,Coimbatore,Conditioner,North,Tamil Nadu,5,The Body Shop,Fashion,P100489,81990.63,33239.64,104,1131.26,25.97
11/14/2025,CUST100490,ORD200490,Harshita,harshita490@gmail.com,9161740000,Chandigarh,Shampoo,North,Punjab,5,Huda Beauty,Haircare,P100490,86790.19,7980.94,342,1659.45,39.13
11/15/2025,CUST100491,ORD200491,Ishita,ishita491@gmail.com,9173620000,Pune,Lip Balm,West,Maharashtra,2,L'Oreal,Wellness,P100491,193609.64,15026.41,338,1276.34,41.93
11/16/2025,CUST100492,ORD200492,Sneha,sneha492@gmail.com,9161590000,Lucknow,Conditioner,South,Uttar Pradesh,5,Lakme,Wellness,P100492,136600,27774.22,61,2828.93,29.19
11/17/2025,CUST100493,ORD200493,Sneha,sneha493@gmail.com,9165350000,Mumbai,Face Wash,East,Maharashtra,4,Maybelline,Beauty,P100493,63726.76,37820.06,87,630.31,20.15
11/18/2025,CUST100494,ORD200494,Meera,meera494@gmail.com,9197290000,Ahmedabad,Shampoo,East,Gujarat,5,The Body Shop,Wellness,P100494,147038.11,889.32,258,4673.22,47.33
11/19/2025,CUST100495,ORD200495,Priya,priya495@gmail.com,9180340000,Nagpur,Hand Sanitizer,East,Maharashtra,4,Lakme,Fashion,P100495,66723.21,10504.65,178,1734.21,12.33
11/20/2025,CUST100496,ORD200496,Rohan,rohan496@gmail.com,9171700000,Lucknow,Face Wash,North,Uttar Pradesh,5,Maybelline,Wellness,P100496,26017.27,30622.13,242,1172.95,40.15
11/21/2025,CUST100497,ORD200497,Kavya,kavya497@gmail.com,9189560000,Patna,Shaving Cream,North,Bihar,5,Nykaa Cosmetics,Skincare,P100497,95596.71,7018.41,203,2533.09,30.6
11/22/2025,CUST100498,ORD200498,Ananya,ananya498@gmail.com,9186530000,Ahmedabad,Body Lotion,West,Gujarat,4,Nykaa Cosmetics,Wellness,P100498,150453.75,4547.06,31,1457.29,18.84
11/23/2025,CUST100499,ORD200499,Kavya,kavya499@gmail.com,9167240000,Lucknow,Perfume,West,Uttar Pradesh,5,Huda Beauty,Fashion,P100499,76154.32,1942.77,289,2721.03,0.07
11/24/2025,CUST100500,ORD200500,Harshita,harshita500@gmail.com,9192120000,Chandigarh,Lip Balm,North,Punjab,3,MAC,Haircare,P100500,173965.65,20149.35,462,1807.69,22.33
11/25/2025,CUST100501,ORD200501,Neha,neha501@gmail.com,9183610000,Mumbai,Perfume,South,Maharashtra,5,Nykaa Cosmetics,Beauty,P100501,78003.59,30732.57,80,747.13,13.84
11/26/2025,CUST100502,ORD200502,Vivaan,vivaan502@gmail.com,9198210000,Kolkata,Face Cream,East,West Bengal,1,Minimalist,Accessories,P100502,70617.97,38473.21,11,1402.89,5.22
11/27/2025,CUST100503,ORD200503,Rahul,rahul503@gmail.com,9183870000,Nagpur,Moisturizer,East,Maharashtra,5,Huda Beauty,Wellness,P100503,199650.54,10772.69,417,2248.36,3.76
11/28/2025,CUST100504,ORD200504,Akshay,akshay504@gmail.com,9188870000,Mumbai,Face Cream,North,Maharashtra,4,The Body Shop,Fashion,P100504,97011.93,4942.76,254,248.44,17.38
11/29/2025,CUST100505,ORD200505,Rahul,rahul505@gmail.com,9184040000,Patna,Toothpaste,South,Bihar,3,Lakme,Accessories,P100505,161239.02,16161.88,384,3876.15,30.74
11/30/2025,CUST100506,ORD200506,Aarav,aarav506@gmail.com,9175230000,Lucknow,Shampoo,South,Uttar Pradesh,3,Nykaa Cosmetics,Accessories,P100506,161192.62,2312.07,391,3146.94,41.88
1/12/2025,CUST100507,ORD200507,Amit,amit507@gmail.com,9165230000,Chandigarh,Soap,South,Punjab,5,Minimalist,Skincare,P100507,185347.5,13321.25,384,3046.66,9.18
2/12/2025,CUST100508,ORD200508,Vikram,vikram508@gmail.com,9186650000,Coimbatore,Shaving Cream,South,Tamil Nadu,2,Lakme,Accessories,P100508,17894.12,25758.89,287,2775.64,21.23
3/12/2025,CUST100509,ORD200509,Rahul,rahul509@gmail.com,9176540000,Lucknow,Shaving Cream,South,Uttar Pradesh,5,Lakme,Haircare,P100509,54972.84,6809.82,176,2992.53,19.6
4/12/2025,CUST100510,ORD200510,Ananya,ananya510@gmail.com,9193690000,Nagpur,Sunscreen,West,Maharashtra,5,MAC,Fashion,P100510,153781.87,25311.88,126,4679.79,25.67
5/12/2025,CUST100511,ORD200511,Shreya,shreya511@gmail.com,9196330000,Delhi,Perfume,North,Delhi,4,Nykaa Cosmetics,Fashion,P100511,112957.7,38880.77,494,141.99,40.48
6/12/2025,CUST100512,ORD200512,Harshita,harshita512@gmail.com,9170540000,Ahmedabad,Serum,North,Gujarat,1,Lakme,Wellness,P100512,112363.37,34581.58,47,334.22,27.68
7/12/2025,CUST100513,ORD200513,Meera,meera513@gmail.com,9172670000,Coimbatore,Lip Balm,North,Tamil Nadu,5,MAC,Wellness,P100513,34076.85,14337.71,206,1038.32,42.33
8/12/2025,CUST100514,ORD200514,Akshay,akshay514@gmail.com,9177950000,Patna,Sunscreen,East,Bihar,4,MAC,Wellness,P100514,56949.45,16917.7,476,919.78,25.93
9/12/2025,CUST100515,ORD200515,Sanya,sanya515@gmail.com,9192920000,Nagpur,Toner,South,Maharashtra,3,Nykaa Cosmetics,Haircare,P100515,104745.48,16830.9,437,987.85,30.19
10/12/2025,CUST100516,ORD200516,Meera,meera516@gmail.com,9164010000,Chandigarh,Lip Balm,South,Punjab,3,MAC,Accessories,P100516,56159.09,34410.05,107,3392.53,21.87
11/12/2025,CUST100517,ORD200517,Neha,neha517@gmail.com,9168600000,Pune,Perfume,East,Maharashtra,4,Nykaa Cosmetics,Accessories,P100517,42846.28,39753.7,464,2351.47,41.15
12/12/2025,CUST100518,ORD200518,Sanya,sanya518@gmail.com,9177590000,Chandigarh,Lip Balm,South,Punjab,5,Minimalist,Skincare,P100518,18463.46,33053.24,275,4959.72,46.19
12/13/2025,CUST100519,ORD200519,Aarav,aarav519@gmail.com,9163860000,Delhi,Sunscreen,South,Delhi,4,Nykaa Cosmetics,Haircare,P100519,31989.48,22368.92,337,1211.74,31.96
12/14/2025,CUST100520,ORD200520,Ishita,ishita520@gmail.com,9171230000,Chandigarh,Face Wash,South,Punjab,2,Maybelline,Wellness,P100520,154004.68,3984.91,123,1623.07,41.04
12/15/2025,CUST100521,ORD200521,Rohan,rohan521@gmail.com,9176010000,Pune,Moisturizer,South,Maharashtra,3,Lakme,Beauty,P100521,144037.06,38183.92,474,4922.78,2.95
12/16/2025,CUST100522,ORD200522,Neha,neha522@gmail.com,9175300000,Bangalore,Serum,South,Karnataka,4,Minimalist,Skincare,P100522,10120.9,34415.83,134,4175.61,45.31
12/17/2025,CUST100523,ORD200523,Rohan,rohan523@gmail.com,9195040000,Lucknow,Body Lotion,West,Uttar Pradesh,4,L'Oreal,Beauty,P100523,41453.53,33672.29,107,2402.02,9.45
12/18/2025,CUST100524,ORD200524,Ananya,ananya524@gmail.com,9174090000,Lucknow,Face Cream,North,Uttar Pradesh,4,Nykaa Cosmetics,Accessories,P100524,112530.61,15733.53,305,2817.52,12.83
12/19/2025,CUST100525,ORD200525,Neha,neha525@gmail.com,9184570000,Delhi,Toner,West,Delhi,4,Lakme,Skincare,P100525,65202.94,17942.14,329,4231.57,2.67
12/20/2025,CUST100526,ORD200526,Rahul,rahul526@gmail.com,9172190000,Patna,Conditioner,South,Bihar,5,The Body Shop,Skincare,P100526,164826.67,4874.5,50,2456.8,48.27
12/21/2025,CUST100527,ORD200527,Arjun,arjun527@gmail.com,9184920000,Chennai,Serum,North,Tamil Nadu,3,MAC,Fashion,P100527,157212.87,37521.13,337,1109.52,42.6
12/22/2025,CUST100528,ORD200528,Meera,meera528@gmail.com,9170370000,Chandigarh,Hair Oil,North,Punjab,3,Huda Beauty,Accessories,P100528,178424.53,37735.05,95,4159.38,45.66
12/23/2025,CUST100529,ORD200529,Kavya,kavya529@gmail.com,9198000000,Chandigarh,Shampoo,North,Punjab,3,Nykaa Cosmetics,Accessories,P100529,113023.32,10252.21,268,2735.09,42.36
12/24/2025,CUST100530,ORD200530,Rohan,rohan530@gmail.com,9191160000,Chennai,Deodorant,North,Tamil Nadu,2,MAC,Haircare,P100530,71063.22,27870.71,23,849.91,23.98
12/25/2025,CUST100531,ORD200531,Shreya,shreya531@gmail.com,9187700000,Indore,Shampoo,East,Madhya Pradesh,5,MAC,Skincare,P100531,121606.87,8219.24,54,2577.37,46.2
12/26/2025,CUST100532,ORD200532,Ananya,ananya532@gmail.com,9172280000,Delhi,Conditioner,North,Delhi,5,MAC,Accessories,P100532,18738.2,15778.59,374,2124.7,48.47
12/27/2025,CUST100533,ORD200533,Aditya,aditya533@gmail.com,9181090000,Chandigarh,Lip Balm,East,Punjab,5,MAC,Skincare,P100533,2907.62,12165.02,254,4396.53,25.13
12/28/2025,CUST100534,ORD200534,Shreya,shreya534@gmail.com,9184800000,Jaipur,Shaving Cream,East,Rajasthan,5,MAC,Haircare,P100534,4401.61,15644.68,453,717.67,8.78
12/29/2025,CUST100535,ORD200535,Vivaan,vivaan535@gmail.com,9172230000,Nagpur,Shampoo,North,Maharashtra,4,Nykaa Cosmetics,Haircare,P100535,82101.04,12428.01,235,4388.53,32.93
12/30/2025,CUST100536,ORD200536,Rahul,rahul536@gmail.com,9175840000,Kolkata,Sunscreen,South,West Bengal,3,The Body Shop,Fashion,P100536,46387.44,13877.12,484,2609.83,48.77
12/31/2025,CUST100537,ORD200537,Rohan,rohan537@gmail.com,9172200000,Delhi,Soap,South,Delhi,4,L'Oreal,Skincare,P100537,32310.2,31663.3,59,2081.39,43.61
1/1/2026,CUST100538,ORD200538,Akshay,akshay538@gmail.com,9190880000,Patna,Soap,North,Bihar,5,Maybelline,Accessories,P100538,123449.88,12071.08,164,893.64,43.09
2/1/2026,CUST100539,ORD200539,Arjun,arjun539@gmail.com,9190530000,Patna,Sunscreen,North,Bihar,5,MAC,Accessories,P100539,199023.91,32606.35,259,3534.01,46.69
3/1/2026,CUST100540,ORD200540,Sanya,sanya540@gmail.com,9192720000,Indore,Soap,East,Madhya Pradesh,2,MAC,Skincare,P100540,36372.89,22760.09,314,4641.35,44.7
4/1/2026,CUST100541,ORD200541,Priya,priya541@gmail.com,9163190000,Chandigarh,Sunscreen,West,Punjab,5,Maybelline,Skincare,P100541,109737.86,31239.75,216,1939.35,38.81
5/1/2026,CUST100542,ORD200542,Shreya,shreya542@gmail.com,9172420000,Hyderabad,Shampoo,East,Telangana,1,The Body Shop,Skincare,P100542,24825.78,36763.74,183,1283.77,35.91
6/1/2026,CUST100543,ORD200543,Aditya,aditya543@gmail.com,9190230000,Kolkata,Shampoo,South,West Bengal,4,Minimalist,Wellness,P100543,186913.05,5623.16,57,2818.85,13.24
7/1/2026,CUST100544,ORD200544,Akshay,akshay544@gmail.com,9199140000,Patna,Face Wash,West,Bihar,5,The Body Shop,Accessories,P100544,59059.28,13821.22,145,4001.31,31.07
8/1/2026,CUST100545,ORD200545,Priya,priya545@gmail.com,9182550000,Patna,Deodorant,West,Bihar,3,Minimalist,Haircare,P100545,175789.62,2316.74,423,118.46,26.07
9/1/2026,CUST100546,ORD200546,Meera,meera546@gmail.com,9172550000,Delhi,Body Wash,West,Delhi,4,Nykaa Cosmetics,Accessories,P100546,57332.21,16335.71,90,3193.75,43.1
10/1/2026,CUST100547,ORD200547,Aditya,aditya547@gmail.com,9192960000,Mumbai,Face Cream,East,Maharashtra,4,Lakme,Wellness,P100547,161404.44,9572.38,452,3022.93,24.59
11/1/2026,CUST100548,ORD200548,Sneha,sneha548@gmail.com,9186890000,Bangalore,Conditioner,East,Karnataka,5,Huda Beauty,Skincare,P100548,42666.89,22909.98,311,1658.95,6.39
12/1/2026,CUST100549,ORD200549,Ishita,ishita549@gmail.com,9167710000,Jaipur,Body Wash,North,Rajasthan,4,Huda Beauty,Fashion,P100549,59265.1,31357.26,45,2311.97,0.25
1/13/2026,CUST100550,ORD200550,Rohan,rohan550@gmail.com,9196590000,Hyderabad,Body Lotion,East,Telangana,5,Lakme,Skincare,P100550,39302.6,19506,460,1310.12,33.89
1/14/2026,CUST100551,ORD200551,Aditya,aditya551@gmail.com,9187620000,Nagpur,Shampoo,East,Maharashtra,3,Nykaa Cosmetics,Skincare,P100551,53587.72,13411.54,257,3970.44,27.5
1/15/2026,CUST100552,ORD200552,Shreya,shreya552@gmail.com,9166980000,Bangalore,Aftershave,West,Karnataka,4,Huda Beauty,Wellness,P100552,167138.29,6187,21,3209.22,16.55
1/16/2026,CUST100553,ORD200553,Sneha,sneha553@gmail.com,9190260000,Ahmedabad,Hand Sanitizer,West,Gujarat,5,The Body Shop,Accessories,P100553,128167.47,1170.52,467,2710.29,8.45
1/17/2026,CUST100554,ORD200554,Priya,priya554@gmail.com,9190460000,Delhi,Shaving Cream,East,Delhi,4,Maybelline,Skincare,P100554,81770.05,27147.53,21,2023.38,23.34
1/18/2026,CUST100555,ORD200555,Amit,amit555@gmail.com,9174100000,Chennai,Face Mask,South,Tamil Nadu,5,Lakme,Accessories,P100555,194332.68,1318.78,52,1527.78,5.01
